word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,959,1,0
AGAIN,1170,1,0
ALL,1168,0,0
ALL GONE,1018,1,1
ANIMAL,889,0,0
ANOTHER,1172,0,0
APPLE,997,1,1
ARM,1055,1,1
ASLEEP,1020,1,0
AUNT,1250,0,0
AWAY,1146,1,1
BAA BAA,865,1,1
BABY,1251,1,1
BABYSITTER,849,1,1
BACK (PLACE),1148,0,0
BAD,1022,0,0
BALL,979,1,1
BALLOON,981,1,0
BANANA,999,1,1
BASKET,1211,1,0
BATH,853,1,0
BATH (FURNITURE),1133,1,0
BATHROOM,1135,0,0
BEACH,1179,1,1
BEAR,891,1,1
BED,1137,1,0
BEDROOM,1139,1,0
BEE,893,1,1
BELLY BUTTON,1057,1,0
BIB,1095,1,1
BICYCLE,961,1,0
BIG,1024,1,0
BIRD,895,1,1
BISCUIT,1001,1,1
BITE,882,0,0
BLANKET,1212,1,0
BLOCK,983,0,0
BLOW,884,1,0
BLUE,1026,1,0
BOAT,963,1,1
BOOK,985,1,1
BOOTS,1097,1,0
BOTTLE,1213,1,0
BOWL,1214,1,0
BOX,1215,1,0
BOY,1252,1,1
BREAD,1003,1,1
BREAK,886,0,0
BREAKFAST,854,1,0
BRING,888,1,0
BROKEN,1028,0,0
BROOM,1216,0,0
BROTHER,1253,0,0
BRUSH (OBJECT),1217,1,0
BUBBLES,987,1,1
BUCKET,1181,1,0
BUMP,890,0,0
BUS,969,1,0
BUTTER,1005,0,0
BUTTERFLY,899,1,0
BUTTON,1099,1,0
BYE BYE,855,1,1
CAKE,1007,1,1
CALL,892,0,0
CAR,971,1,0
CAREFUL,1030,1,0
CARROTS,1009,1,0
CARRY,894,1,1
CAT,901,1,1
CATCH,896,0,0
CEREAL,1011,1,0
CHAIR,1141,1,0
CHASE,1186,0,0
CHEEK,1059,1,0
CHEESE,1013,1,1
CHICKEN,1015,0,0
CHICKEN (ANIMAL),903,1,0
CHILD,1254,0,0
CHIPS,1017,1,1
CHOO CHOO,867,1,1
CHURCH,1183,0,0
