word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,124395,0,0
AGAIN,124188,1,0
ALL,124186,0,0
ALL GONE,124454,1,0
ANIMAL,124325,0,0
ANOTHER,124190,0,0
APPLE,124433,0,0
ARM,124491,0,0
ASLEEP,124456,0,0
AUNT,124268,0,0
AWAY,124164,0,0
BAA BAA,124301,0,0
BABY,124269,1,1
BABYSITTER,124285,0,0
BACK (PLACE),124166,0,0
BAD,124458,0,0
BALL,124415,1,0
BALLOON,124417,1,0
BANANA,124435,1,0
BASKET,124229,0,0
BATH,124289,1,0
BATH (FURNITURE),124151,1,0
BATHROOM,124153,0,0
BEACH,124197,0,0
BEAR,124327,0,0
BED,124155,0,0
BEDROOM,124157,0,0
BEE,124329,0,0
BELLY BUTTON,124493,0,0
BIB,124531,0,0
BICYCLE,124397,0,0
BIG,124460,0,0
BIRD,124331,1,1
BISCUIT,124437,1,0
BITE,124318,1,0
BLANKET,124230,0,0
BLOCK,124419,0,0
BLOW,124320,0,0
BLUE,124462,0,0
BOAT,124399,0,0
BOOK,124421,1,0
BOOTS,124533,0,0
BOTTLE,124231,1,0
BOWL,124232,1,0
BOX,124233,0,0
BOY,124270,0,0
BREAD,124439,0,0
BREAK,124322,0,0
BREAKFAST,124290,0,0
BRING,124324,0,0
BROKEN,124464,0,0
BROOM,124234,0,0
BROTHER,124271,0,0
BRUSH (OBJECT),124235,0,0
BUBBLES,124423,1,0
BUCKET,124199,0,0
BUMP,124326,0,0
BUS,124405,0,0
BUTTER,124441,0,0
BUTTERFLY,124335,0,0
BUTTON,124535,0,0
BYE BYE,124291,1,1
CAKE,124443,0,0
CALL,124328,0,0
CAR,124407,1,0
CAREFUL,124466,1,0
CARROTS,124445,0,0
CARRY,124330,0,0
CAT,124337,1,0
CATCH,124332,1,0
CEREAL,124447,0,0
CHAIR,124159,0,0
CHASE,124204,0,0
CHEEK,124495,0,0
CHEESE,124449,0,0
CHICKEN,124451,0,0
CHICKEN (ANIMAL),124339,0,0
CHILD,124272,0,0
CHIPS,124453,0,0
CHOO CHOO,124303,1,0
CHURCH,124201,0,0
CLEAN,124468,0,0
CLEAN (ACTION),124334,0,0
CLOCK,124236,0,0
CLOSE,124420,1,0
COAT,124537,0,0
COCKADOODLEDOO,124305,0,0
COFFEE,124455,0,0
COLD,124470,0,0
COMB (OBJECT),124237,0,0
COOKER,124161,0,0
COT,124163,0,0
COW,124341,0,0
