word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,663,0,0
AGAIN,456,1,0
ALL,454,0,0
ALL GONE,722,1,0
ANIMAL,593,0,0
ANOTHER,458,0,0
APPLE,701,1,0
ARM,759,1,0
ASLEEP,724,1,0
AUNT,536,0,0
AWAY,432,0,0
BAA BAA,569,0,0
BABY,537,1,1
BABYSITTER,553,0,0
BACK (PLACE),434,0,0
BAD,726,0,0
BALL,683,1,1
BALLOON,685,1,0
BANANA,703,1,0
BASKET,497,0,0
BATH,557,1,0
BATH (FURNITURE),419,1,0
BATHROOM,421,0,0
BEACH,465,0,0
BEAR,595,0,0
BED,423,1,0
BEDROOM,425,1,0
BEE,597,0,0
BELLY BUTTON,761,1,0
BIB,799,0,0
BICYCLE,665,1,0
BIG,728,0,0
BIRD,599,0,0
BISCUIT,705,1,1
BITE,586,0,0
BLANKET,498,1,0
BLOCK,687,0,0
BLOW,588,1,0
BLUE,730,0,0
BOAT,667,0,0
BOOK,689,1,0
BOOTS,801,0,0
BOTTLE,499,1,0
BOWL,500,1,0
BOX,501,0,0
BOY,538,0,0
BREAD,707,1,0
BREAK,590,0,0
BREAKFAST,558,1,0
BRING,592,0,0
BROKEN,732,0,0
BROOM,502,0,0
BROTHER,539,0,0
BRUSH (OBJECT),503,1,0
BUBBLES,691,1,1
BUCKET,467,0,0
BUMP,594,0,0
BUS,673,1,0
BUTTER,709,0,0
BUTTERFLY,603,0,0
BUTTON,803,0,0
BYE BYE,559,1,1
CAKE,711,1,0
CALL,596,0,0
CAR,675,1,0
CAREFUL,734,1,0
CARROTS,713,0,0
CARRY,598,1,0
CAT,605,1,1
CATCH,600,0,0
CEREAL,715,0,0
CHAIR,427,1,0
CHASE,472,0,0
CHEEK,763,0,0
CHEESE,717,0,0
CHICKEN,719,0,0
CHICKEN (ANIMAL),607,0,0
CHILD,540,0,0
CHIPS,721,0,0
CHOO CHOO,571,0,0
CHURCH,469,0,0
CLEAN,736,0,0
CLEAN (ACTION),602,0,0
CLOCK,504,0,0
CLOSE,688,0,0
COAT,805,1,0
COCKADOODLEDOO,573,0,0
COFFEE,723,0,0
COLD,738,0,0
COMB (OBJECT),505,0,0
COOKER,429,0,0
COT,431,1,0
COW,609,0,0
CRY,604,0,0
CUDDLE,606,1,0
CUP,506,1,0
CUT,608,0,0
DADDY,541,1,1
DANCE,610,1,0
DARK,740,0,0
DAY,812,0,0
DEER,611,0,0
DINNER,560,0,0
DIRTY,742,0,0
DISH,507,0,0
DOCTOR,542,0,0
DOG,613,1,1
DOLL,693,1,0
DON'T,561,0,0
DONKEY,615,0,0
DOOR,433,0,0
DOWN,436,0,0
DRAW,612,1,0
DRAWER,435,0,0
DRESS (OBJECT),807,0,0
DRINK,725,1,0
DRINK (ACTION),614,0,0
DRIVE,616,0,0
DROP,618,0,0
DRY (DESCRIPTION),744,0,0
DUCK,617,1,0
DUMMY,508,1,1
EAR,765,1,1
EAT,620,1,0
EGG,727,0,0
ELEPHANT,619,0,0
EMPTY,746,0,0
EYE,767,1,1
FACE,769,1,0
FALL,622,0,0
FAST,748,0,0
FEED,624,0,0
FIND,626,0,0
FINE,750,0,0
FINGER,771,1,0
FINISH,628,0,0
FIRE ENGINE,677,0,0
FISH,621,0,0
FISH (FOOD),729,1,0
FLOWER,471,1,0
FOOD,731,1,0
FOOT,773,1,0
FORK,509,0,0
FRIDGE,449,0,0
FRIEND,543,0,0
FROG,623,0,0
GARAGE,437,0,0
