word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,64977,1,0
AGAIN,65188,1,0
ALL,65186,0,0
ALL GONE,65036,1,1
ANIMAL,64907,0,0
ANOTHER,65190,0,0
APPLE,65015,1,1
ARM,65073,1,0
ASLEEP,65038,0,0
AUNT,64850,0,0
AWAY,65164,0,0
BAA BAA,64883,1,1
BABY,64851,1,1
BABYSITTER,64867,0,0
BACK (PLACE),65166,0,0
BAD,65040,0,0
BALL,64997,1,1
BALLOON,64999,1,1
BANANA,65017,1,1
BASKET,64811,1,1
BATH,64871,1,0
BATH (FURNITURE),65151,1,0
BATHROOM,65153,0,0
BEACH,65197,0,0
BEAR,64909,1,1
BED,65155,1,1
BEDROOM,65157,1,0
BEE,64911,1,1
BELLY BUTTON,65075,1,0
BIB,65113,0,0
BICYCLE,64979,1,0
BIG,65042,0,0
BIRD,64913,1,1
BISCUIT,65019,1,1
BITE,64900,1,0
BLANKET,64812,1,0
BLOCK,65001,1,0
BLOW,64902,1,0
BLUE,65044,0,0
BOAT,64981,0,0
BOOK,65003,1,1
BOOTS,65115,1,0
BOTTLE,64813,1,1
BOWL,64814,1,0
BOX,64815,1,0
BOY,64852,0,0
BREAD,65021,1,0
BREAK,64904,0,0
BREAKFAST,64872,1,0
BRING,64906,1,0
BROKEN,65046,0,0
BROOM,64816,1,0
BROTHER,64853,1,1
BRUSH (OBJECT),64817,1,0
BUBBLES,65005,1,1
BUCKET,65199,1,0
BUMP,64908,1,1
BUS,64987,1,0
BUTTER,65023,0,0
BUTTERFLY,64917,1,0
BUTTON,65117,0,0
BYE BYE,64873,1,1
CAKE,65025,1,1
CALL,64910,0,0
CAR,64989,1,0
CAREFUL,65048,1,0
CARROTS,65027,0,0
CARRY,64912,0,0
CAT,64919,1,1
CATCH,64914,1,0
CEREAL,65029,1,0
CHAIR,65159,1,0
CHASE,65204,0,0
CHEEK,65077,1,1
CHEESE,65031,1,1
CHICKEN,65033,1,0
CHICKEN (ANIMAL),64921,1,1
CHILD,64854,0,0
CHIPS,65035,0,0
CHOO CHOO,64885,1,1
CHURCH,65201,0,0
CLEAN,65050,1,0
CLEAN (ACTION),64916,1,0
