word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,50911,0,0
AGAIN,50704,1,0
ALL,50702,0,0
ALL GONE,50970,1,0
ANIMAL,50841,0,0
ANOTHER,50706,0,0
APPLE,50949,0,0
ARM,50589,1,0
ASLEEP,50972,0,0
AUNT,50784,1,0
AWAY,50680,0,0
BAA BAA,50817,1,1
BABY,50785,1,1
BABYSITTER,50801,1,1
BACK (PLACE),50682,0,0
BAD,50974,0,0
BALL,50931,0,0
BALLOON,50933,1,0
BANANA,50951,1,0
BASKET,50745,0,0
BATH,50805,1,0
BATH (FURNITURE),50667,1,0
BATHROOM,50669,0,0
BEACH,50713,0,0
BEAR,50843,0,0
BED,50671,1,0
BEDROOM,50673,1,0
BEE,50845,0,0
BELLY BUTTON,50591,1,0
BIB,50629,0,0
BICYCLE,50913,0,0
BIG,50976,1,0
BIRD,50847,0,0
BISCUIT,50953,1,0
BITE,50834,1,0
BLANKET,50746,1,0
BLOCK,50935,0,0
BLOW,50836,1,0
BLUE,50978,0,0
BOAT,50915,0,0
BOOK,50937,1,0
BOOTS,50631,0,0
BOTTLE,50747,1,0
BOWL,50748,1,0
BOX,50749,0,0
BOY,50786,0,0
BREAD,50955,0,0
BREAK,50838,0,0
BREAKFAST,50806,0,0
BRING,50840,1,0
BROKEN,50980,0,0
BROOM,50750,0,0
BROTHER,50787,0,0
BRUSH (OBJECT),50751,1,0
BUBBLES,50939,1,0
BUCKET,50715,0,0
BUMP,50842,0,0
BUS,50921,0,0
BUTTER,50957,0,0
BUTTERFLY,50851,0,0
BUTTON,50633,0,0
BYE BYE,50807,1,1
CAKE,50959,1,0
CALL,50844,0,0
CAR,50923,1,0
CAREFUL,50982,1,0
CARROTS,50961,0,0
CARRY,50846,1,0
CAT,50853,0,0
CATCH,50848,0,0
CEREAL,50963,1,0
CHAIR,50675,0,0
CHASE,50720,0,0
CHEEK,50593,1,0
CHEESE,50965,1,0
CHICKEN,50967,0,0
CHICKEN (ANIMAL),50855,0,0
CHILD,50788,0,0
CHIPS,50969,0,0
CHOO CHOO,50819,0,0
CHURCH,50717,0,0
CLEAN,50984,1,0
CLEAN (ACTION),50850,1,0
CLOCK,50752,0,0
CLOSE,50936,1,0
COAT,50635,0,0
COCKADOODLEDOO,50821,0,0
COFFEE,50971,0,0
COLD,50986,1,0
COMB (OBJECT),50753,0,0
COOKER,50677,0,0
COT,50679,1,0
COW,50857,1,0
CRY,50852,1,0
CUDDLE,50854,1,1
CUP,50754,0,0
CUT,50856,0,0
DADDY,50789,1,1
DANCE,50858,0,0
DARK,50988,0,0
DAY,50642,1,0
DEER,50859,0,0
DINNER,50808,1,0
DIRTY,50990,1,0
DISH,50755,0,0
DOCTOR,50790,0,0
DOG,50861,1,1
DOLL,50941,1,0
DON'T,50809,0,0
DONKEY,50863,0,0
DOOR,50681,1,0
DOWN,50684,1,0
DRAW,50860,0,0
DRAWER,50683,0,0
DRESS (OBJECT),50637,0,0
DRINK,50973,0,0
DRINK (ACTION),50862,0,0
DRIVE,50864,0,0
DROP,50866,1,0
DRY (DESCRIPTION),50992,0,0
DUCK,50865,1,1
DUMMY,50756,0,0
EAR,50595,1,0
EAT,50868,1,0
EGG,50975,0,0
ELEPHANT,50867,1,0
EMPTY,50994,0,0
EYE,50597,1,0
FACE,50599,1,0
FALL,50870,0,0
FAST,50996,0,0
FEED,50872,0,0
FIND,50874,1,0
FINE,50580,0,0
FINGER,50601,1,0
FINISH,50876,0,0
FIRE ENGINE,50925,0,0
FISH,50869,0,0
FISH (FOOD),50977,0,0
FLOWER,50719,1,0
FOOD,50979,1,0
FOOT,50603,1,0
FORK,50757,0,0
FRIDGE,50697,0,0
FRIEND,50791,0,0
FROG,50871,0,0
GARAGE,50685,0,0
GARDEN,50721,1,0
GENTLE,50582,1,0
GET,50878,0,0
GIRAFFE,50873,1,0
GIRL,50795,0,0
GIVE,50880,1,0
GLASS,50758,0,0
GLASSES,50639,1,0
GO,50882,1,0
GOOD,50584,0,0
GOODNIGHT,50814,1,0
GOOSE,50875,0,0
GRANDMA,50796,1,1
GRANDPA,50797,1,0
GREEN,50586,0,0
GRR,50823,1,1
HAIR,50609,1,0
HAMMER,50759,1,0
HAND,50611,1,0
HAPPY,50588,1,0
HARD,50590,0,0
HAT,50641,0,0
HAVE,50884,1,0
HEAD,50613,1,0
HEAR,50886,1,0
HELLO,50810,1,1
HELP,50888,0,0
HER,50658,0,0
HI,50811,1,0
HIGH CHAIR,50687,1,0
HIS,50660,0,0
HIT,50890,1,0
HOOVER,50760,1,0
HORSE,50877,1,0
HOT,50592,1,0
HOUSE,50723,1,0
HOW,50630,0,0
HUG,50892,1,0
HUNGRY,50594,1,0
HURRY,50894,0,0
HURT,50596,0,0
I,50662,0,0
ICE CREAM,50981,1,0
IN,50686,0,0
