word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,97565,0,0
AGAIN,97776,0,0
ALL,97774,0,0
ALL GONE,97624,1,0
ANIMAL,97495,0,0
ANOTHER,97778,0,0
APPLE,97603,0,0
ARM,97661,0,0
ASLEEP,97626,0,0
AUNT,97438,0,0
AWAY,97752,0,0
BAA BAA,97471,1,1
BABY,97439,0,0
BABYSITTER,97455,1,1
BACK (PLACE),97754,0,0
BAD,97628,0,0
BALL,97585,1,1
BALLOON,97587,1,1
BANANA,97605,1,0
BASKET,97399,0,0
BATH,97459,1,0
BATH (FURNITURE),97739,0,0
BATHROOM,97741,0,0
BEACH,97785,0,0
BEAR,97497,0,0
BED,97743,0,0
BEDROOM,97745,0,0
BEE,97499,0,0
BELLY BUTTON,97663,0,0
BIB,97701,0,0
BICYCLE,97567,0,0
BIG,97630,0,0
BIRD,97501,0,0
BISCUIT,97607,0,0
BITE,97488,1,0
BLANKET,97400,0,0
BLOCK,97589,0,0
BLOW,97490,0,0
BLUE,97632,0,0
BOAT,97569,0,0
BOOK,97591,1,0
BOOTS,97703,0,0
BOTTLE,97401,0,0
BOWL,97402,0,0
BOX,97403,0,0
BOY,97440,0,0
BREAD,97609,0,0
BREAK,97492,0,0
BREAKFAST,97460,0,0
BRING,97494,0,0
BROKEN,97634,0,0
BROOM,97404,0,0
BROTHER,97441,0,0
BRUSH (OBJECT),97405,0,0
BUBBLES,97593,1,0
BUCKET,97787,0,0
BUMP,97496,0,0
BUS,97575,0,0
BUTTER,97611,0,0
BUTTERFLY,97505,0,0
BUTTON,97705,0,0
BYE BYE,97461,1,1
CAKE,97613,0,0
CALL,97498,0,0
CAR,97577,1,0
CAREFUL,97636,0,0
CARROTS,97615,0,0
CARRY,97500,0,0
CAT,97507,0,0
CATCH,97502,0,0
CEREAL,97617,0,0
CHAIR,97747,0,0
CHASE,97792,0,0
CHEEK,97665,0,0
CHEESE,97619,1,1
CHICKEN,97621,0,0
CHICKEN (ANIMAL),97509,0,0
CHILD,97442,0,0
CHIPS,97623,0,0
CHOO CHOO,97473,1,1
CHURCH,97789,0,0
CLEAN,97638,0,0
CLEAN (ACTION),97504,0,0
CLOCK,97406,0,0
CLOSE,97590,0,0
COAT,97707,0,0
COCKADOODLEDOO,97475,0,0
COFFEE,97625,0,0
COLD,97640,0,0
COMB (OBJECT),97407,0,0
COOKER,97749,0,0
COT,97751,0,0
COW,97511,0,0
CRY,97506,0,0
CUDDLE,97508,0,0
CUP,97408,0,0
CUT,97510,0,0
DADDY,97443,1,1
DANCE,97512,0,0
DARK,97642,0,0
DAY,97714,0,0
DEER,97513,0,0
DINNER,97462,0,0
DIRTY,97644,0,0
DISH,97409,0,0
DOCTOR,97444,1,0
DOG,97515,1,1
DOLL,97595,0,0
DON'T,97463,0,0
DONKEY,97517,0,0
DOOR,97753,0,0
DOWN,97756,0,0
DRAW,97514,0,0
DRAWER,97755,0,0
DRESS (OBJECT),97709,0,0
DRINK,97627,1,0
DRINK (ACTION),97516,0,0
DRIVE,97518,0,0
DROP,97520,0,0
DRY (DESCRIPTION),97646,0,0
DUCK,97519,0,0
DUMMY,97410,0,0
EAR,97667,0,0
EAT,97522,0,0
EGG,97629,0,0
ELEPHANT,97521,0,0
EMPTY,97648,0,0
EYE,97669,0,0
FACE,97671,0,0
FALL,97524,0,0
FAST,97650,0,0
FEED,97526,0,0
FIND,97528,0,0
FINE,97652,0,0
FINGER,97673,0,0
FINISH,97530,0,0
FIRE ENGINE,97579,0,0
FISH,97523,1,1
