word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,82073,1,0
AGAIN,82284,1,0
ALL,82282,1,0
ALL GONE,82132,1,0
ANIMAL,82003,1,0
ANOTHER,82286,1,0
APPLE,82111,1,1
ARM,82169,1,0
ASLEEP,82134,1,0
AUNT,81946,0,0
AWAY,82260,0,0
BAA BAA,81979,1,1
BABY,81947,1,1
BABYSITTER,81963,1,1
BACK (PLACE),82262,1,1
BAD,82136,1,0
BALL,82093,1,1
BALLOON,82095,1,1
BANANA,82113,1,1
BASKET,82325,1,0
BATH,81967,1,1
BATH (FURNITURE),82247,1,1
BATHROOM,82249,1,0
BEACH,82293,0,0
BEAR,82005,1,0
BED,82251,1,0
BEDROOM,82253,1,0
BEE,82007,1,0
BELLY BUTTON,82171,1,1
BIB,82209,1,0
BICYCLE,82075,0,0
BIG,82138,1,0
BIRD,82009,1,1
BISCUIT,82115,1,0
BITE,81996,1,0
BLANKET,82326,1,0
BLOCK,82097,0,0
BLOW,81998,1,0
BLUE,82140,0,0
BOAT,82077,1,1
BOOK,82099,1,1
BOOTS,82211,0,0
BOTTLE,82327,1,0
BOWL,82328,1,0
BOX,82329,1,0
BOY,81948,1,0
BREAD,82117,1,0
BREAK,82000,1,0
BREAKFAST,81968,1,1
BRING,82002,1,0
BROKEN,82142,1,0
BROOM,82330,0,0
BROTHER,81949,0,0
BRUSH (OBJECT),82331,1,1
BUBBLES,82101,0,0
BUCKET,82295,1,0
BUMP,82004,1,0
BUS,82083,1,0
BUTTER,82119,1,0
BUTTERFLY,82013,1,1
BUTTON,82213,1,1
BYE BYE,81969,1,1
CAKE,82121,1,0
CALL,82006,0,0
CAR,82085,1,0
CAREFUL,82144,1,0
CARROTS,82123,1,1
CARRY,82008,1,0
CAT,82015,1,1
CATCH,82010,1,0
CEREAL,82125,1,0
CHAIR,82255,1,0
CHASE,82300,0,0
CHEEK,82173,1,0
CHEESE,82127,1,1
CHICKEN,82129,1,1
CHICKEN (ANIMAL),82017,1,1
CHILD,81950,1,0
CHIPS,82131,1,0
CHOO CHOO,81981,1,0
CHURCH,82297,0,0
CLEAN,82146,1,0
CLEAN (ACTION),82012,1,0
CLOCK,82332,1,1
CLOSE,82098,1,0
COAT,82215,1,0
COCKADOODLEDOO,81983,1,0
COFFEE,82133,0,0
COLD,82148,1,0
COMB (OBJECT),82333,0,0
COOKER,82257,1,0
COT,82259,1,0
COW,82019,1,0
CRY,82014,1,0
CUDDLE,82016,1,1
CUP,82334,1,1
CUT,82018,1,0
DADDY,81951,1,1
DANCE,82020,1,0
DARK,82150,0,0
DAY,82222,1,0
DEER,82021,0,0
DINNER,81970,1,0
DIRTY,82152,1,0
DISH,82335,0,0
DOCTOR,81952,0,0
DOG,82023,1,0
DOLL,82103,1,0
DON'T,81971,1,0
DONKEY,82025,1,0
DOOR,82261,1,0
DOWN,82264,1,0
DRAW,82022,1,0
DRAWER,82263,1,0
DRESS (OBJECT),82217,1,0
DRINK,82135,1,0
DRINK (ACTION),82024,1,0
DRIVE,82026,1,0
DROP,82028,1,0
DRY (DESCRIPTION),82154,1,0
DUCK,82027,1,0
DUMMY,82336,0,0
EAR,82175,1,1
EAT,82030,1,0
EGG,82137,1,0
ELEPHANT,82029,1,0
EMPTY,82156,1,0
EYE,82177,1,1
FACE,82179,1,0
FALL,82032,1,0
FAST,82158,0,0
FEED,82034,1,0
FIND,82036,1,0
FINE,82160,0,0
FINGER,82181,1,0
FINISH,82038,1,0
FIRE ENGINE,82087,0,0
FISH,82031,1,0
FISH (FOOD),82139,1,0
FLOWER,82299,1,0
FOOD,82141,1,0
FOOT,82183,1,0
FORK,82337,1,0
FRIDGE,82277,1,0
FRIEND,81953,0,0
FROG,82033,1,0
GARAGE,82265,0,0
GARDEN,82301,1,0
GENTLE,82162,1,0
GET,82040,1,0
GIRAFFE,82035,1,0
GIRL,81957,1,0
GIVE,82042,1,0
GLASS,82338,1,0
GLASSES,82219,1,0
GO,82044,1,0
GOOD,82164,1,0
GOODNIGHT,81976,1,0
GOOSE,82037,0,0
GRANDMA,81958,1,1
GRANDPA,81959,1,0
GREEN,82166,0,0
GRR,81985,1,0
HAIR,82189,1,1
HAMMER,82339,0,0
HAND,82191,1,0
HAPPY,82168,1,1
HARD,82170,0,0
HAT,82221,1,1
HAVE,82046,1,0
HEAD,82193,1,0
HEAR,82048,1,0
HELLO,81972,1,0
HELP,82050,1,0
HER,82238,1,0
HI,81973,1,1
HIGH CHAIR,82267,1,0
HIS,82240,1,0
HIT,82052,1,0
HOOVER,82340,1,0
HORSE,82039,1,0
HOT,82172,1,1
HOUSE,82303,1,0
HOW,82210,0,0
HUG,82054,0,0
HUNGRY,82174,1,0
HURRY,82056,1,0
HURT,82176,1,0
I,82242,1,0
ICE CREAM,82143,1,0
IN,82266,1,0
INSIDE,82268,1,0
IT,82244,1,0
JACKET,82223,0,0
JAM,82145,1,0
JEANS,82225,1,0
JUG,82341,0,0
JUICE,82147,0,0
JUMP,82058,1,0
JUMPER,82227,0,0
KEY,82342,1,0
KICK,82060,1,0
KISS,82062,1,1
KITCHEN,82269,1,0
KITTEN,82041,1,0
KNEE,82195,1,0
KNOW,82064,0,0
LADY,81960,1,0
LAMB,82043,1,0
LAMP,82343,1,0
LATER,82224,1,0
LEG,82197,1,0
LIGHT (OBJECT),82344,1,0
LIKE,82066,1,0
LION,82045,1,0
LITTLE (DESCRIPTION),82178,1,0
LIVING ROOM,82271,1,0
LOOK,82068,1,0
LORRY,82079,1,0
LOVE,82070,1,0
LUNCH,81974,1,0
MAKE,82072,1,0
MAN,81961,1,0
ME,82246,0,0
MEAT,82149,1,0
MEDICINE,82345,1,0
MEOW,81987,1,1
MILK,82151,1,1
MINE,82248,1,0
MONEY,82346,1,0
MONKEY,82047,1,0
MOO,81989,1,1
MOON,82304,1,0
MORE,82288,1,1
MORNING,82226,1,0
MOTORCYCLE,82081,1,0
MOUSE,82049,1,0
MOUTH,82207,1,0
MUG,81929,0,0
MUMMY,81962,1,1
MY,82250,0,0
NAIL (BODY PART),82199,1,0
NAP,81975,1,0
NAPPY,82229,1,1
NASTY,82180,0,0
NAUGHTY,82182,1,0
NECKLACE,82231,0,0
NICE,82184,1,0
NIGHT,82228,0,0
NO,81977,1,1
NONE,82290,1,0
NOSE,82201,1,1
NOT,82292,1,0
NOW,82230,1,0
OFF,82270,1,0
OLD,82186,0,0
ON,82272,1,0
OPEN,82074,1,0
ORANGE (FOOD),82153,1,0
OTHER,82294,0,0
OUCH,81991,1,0
OUT,82274,1,0
OUTSIDE,82312,1,0
OWL,82051,1,0
PAPER,81930,1,0
PARK,82313,1,1
PARTY,82314,0,0
PASTA,82155,1,1
PATTYCAKE,81978,1,1
PEAS,82157,1,0
PEEKABOO,81980,1,1
PEN,82105,1,1
PENGUIN,82053,0,0
PENNY,81931,0,0
PEOPLE,81964,1,0
PERSON,81954,1,0
PHONE,81942,1,0
PICTURE,81932,1,0
PIG,82055,1,1
PILLOW,81933,1,0
PIZZA,82159,1,0
PLANT,81934,1,0
PLATE,81935,1,0
PLAY,82076,1,0
PLAY PEN,82273,0,0
PLEASE,81982,1,1
POLICE,81955,0,0
PONY,82057,1,0
POOL,82315,0,0
POTTY,82275,1,1
PRETTY,82188,1,0
PULL,82078,1,0
PUPPY,82059,1,0
PURSE,81936,1,1
PUSH,82080,1,1
PUSHCHAIR,82089,1,0
PUT,82082,1,1
PYJAMAS,82233,1,0
QUACK,81993,1,1
RABBIT,82011,1,0
RADIO,81937,0,0
RAIN,82316,1,0
READ,82084,1,0
RED,82190,0,0
RIDE,82086,1,0
ROCKING CHAIR,82279,1,1
RUBBISH,81938,1,0
RUN,82088,1,0
SAD,82192,1,0
SAME,82296,1,0
SAY,82090,1,0
SCARED,82194,1,0
SCHOOL,82317,0,0
SCISSORS,81939,1,0
SCRATCH,82092,1,0
SEE,82094,1,0
SHEEP,82061,1,0
SHH,81984,1,1
SHIRT,82235,0,0
SHOES,82237,1,0
SHOP,82318,1,0
SHORTS,82239,0,0
SHOW,82096,1,0
SICK,82196,0,0
SING,82100,1,0
SINK,82283,0,0
SISTER,81956,0,0
SKY,82305,1,0
SLEEP,82102,1,0
SLEEPY,82198,1,0
SLIDE (OBJECT),82306,1,0
SMELL,82302,1,0
SMILE,82104,1,0
SNOW,82307,0,0
SOAP,81940,1,0
SOCK,82241,1,1
SOFA,82281,1,0
SOFT,82200,1,0
SOME,82298,1,0
SPADE,82308,1,0
SPIDER,82063,1,0
SPLASH,82106,1,0
SPOON,81941,1,0
SQUIRREL,82065,1,0
STAIRS,82285,1,0
STAR,82309,1,0
STONE,82310,1,0
STOP,82108,1,0
SUN,82311,1,0
SWEETS,82161,0,0
SWIM,82110,0,0
SWING (ACTION),82112,1,0
SWING (OBJECT),82319,1,0
TABLE,82287,1,0
TAKE,82114,1,0
TEA,81986,1,1
TEA (DRINK),82163,1,1
TEACHER,81965,0,0
TEDDY,82107,1,1
TELL,82116,1,0
THANK YOU,81988,1,1
THAT,82252,1,0
THERE,82276,1,0
THIRSTY,82202,1,0
THIS,82254,1,0
THROW,82118,1,0
TICKLE,82120,1,1
TIGER,82067,1,0
TIRED,82204,1,0
TOAST,82165,1,0
TODAY,82232,1,0
TOE,82203,1,0
TOMORROW,82234,1,0
TONGUE,82185,1,0
TONIGHT,82236,0,0
TOOTH,82187,1,1
TOOTHBRUSH,81943,1,1
TOWEL,81944,1,1
TOY (OBJECT),82109,1,1
TRAIN,82091,1,0
TREE,82320,1,0
TROUSERS,82243,1,0
TUMMY,82205,1,1
TURKEY,82069,1,0
TURTLE,82071,1,0
TV,82289,1,1
UHOH,81995,1,1
UNCLE,81966,0,0
UNDER,82278,1,0
UP,82280,1,1
VROOM,81997,1,1
WAIT,81990,1,0
WALK,82122,1,1
WALL,82321,1,0
WANT TO,81992,1,0
WASH,82124,1,0
WATCH (ACTION),82126,1,0
WATCH (OBJECT),81945,1,0
WATER,82167,1,1
WATER (OUTSIDE),82322,1,1
WET,82206,1,1
WHAT,82212,1,0
WHEN,82214,1,0
WHERE,82216,1,0
WHO,82218,0,0
WHY,82220,0,0
WINDOW,82291,1,0
WIPE,82128,1,0
WOOF,81999,1,1
WORK (PLACE),82323,1,0
WRITE,82130,1,0
YELLOW,82208,0,0
YES,81994,1,1
YOU,82256,1,0
YOUR,82258,1,0
YUM,82001,1,1
ZIP,82245,1,1
ZOO,82324,1,0
