word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,13649,0,0
AGAIN,13442,1,1
ALL,13440,0,0
ALL GONE,13708,1,1
ANIMAL,13579,0,0
ANOTHER,13444,0,0
APPLE,13687,0,0
ARM,13745,0,0
ASLEEP,13710,0,0
AUNT,13522,0,0
AWAY,13418,0,0
BAA BAA,13555,1,0
BABY,13523,1,0
BABYSITTER,13539,0,0
BACK (PLACE),13420,0,0
BAD,13712,0,0
BALL,13669,1,0
BALLOON,13671,1,0
BANANA,13689,1,0
BASKET,13483,0,0
BATH,13543,1,0
BATH (FURNITURE),13405,1,0
BATHROOM,13407,0,0
BEACH,13451,0,0
BEAR,13581,0,0
BED,13409,0,0
BEDROOM,13411,0,0
BEE,13583,0,0
BELLY BUTTON,13747,0,0
BIB,13785,0,0
BICYCLE,13651,1,0
BIG,13714,0,0
BIRD,13585,1,1
BISCUIT,13691,1,0
BITE,13572,0,0
BLANKET,13484,0,0
BLOCK,13673,1,0
BLOW,13574,0,0
BLUE,13716,0,0
BOAT,13653,1,0
BOOK,13675,1,1
BOOTS,13787,0,0
BOTTLE,13485,0,0
BOWL,13486,0,0
BOX,13487,0,0
BOY,13524,0,0
BREAD,13693,0,0
BREAK,13576,0,0
BREAKFAST,13544,0,0
BRING,13578,0,0
BROKEN,13718,0,0
BROOM,13488,0,0
BROTHER,13525,1,0
BRUSH (OBJECT),13489,0,0
BUBBLES,13677,0,0
BUCKET,13453,0,0
BUMP,13580,0,0
BUS,13659,1,0
BUTTER,13695,0,0
BUTTERFLY,13589,0,0
BUTTON,13789,0,0
BYE BYE,13545,1,1
CAKE,13697,1,0
CALL,13582,0,0
CAR,13661,1,1
CAREFUL,13720,1,0
CARROTS,13699,0,0
CARRY,13584,0,0
CAT,13591,1,0
CATCH,13586,0,0
CEREAL,13701,0,0
CHAIR,13413,0,0
CHASE,13458,0,0
CHEEK,13749,0,0
CHEESE,13703,1,0
CHICKEN,13705,0,0
CHICKEN (ANIMAL),13593,0,0
CHILD,13526,0,0
CHIPS,13707,0,0
CHOO CHOO,13557,1,0
CHURCH,13455,0,0
CLEAN,13722,0,0
CLEAN (ACTION),13588,0,0
CLOCK,13490,0,0
CLOSE,13674,1,0
COAT,13791,0,0
COCKADOODLEDOO,13559,0,0
COFFEE,13709,0,0
COLD,13724,0,0
COMB (OBJECT),13491,0,0
COOKER,13415,0,0
COT,13417,0,0
COW,13595,1,0
CRY,13590,0,0
CUDDLE,13592,1,0
CUP,13492,0,0
CUT,13594,0,0
DADDY,13527,1,1
DANCE,13596,0,0
DARK,13726,0,0
DAY,13380,0,0
DEER,13597,0,0
DINNER,13546,1,0
DIRTY,13728,0,0
