word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,141665,1,1
AGAIN,141458,1,1
ALL,141456,1,0
ALL GONE,141306,1,1
ANIMAL,141595,1,1
ANOTHER,141460,1,0
APPLE,141285,1,1
ARM,141343,1,1
ASLEEP,141308,1,1
AUNT,141538,1,1
AWAY,141434,0,0
BAA BAA,141571,1,1
BABY,141539,1,1
BABYSITTER,141555,0,0
BACK (PLACE),141436,1,1
BAD,141310,1,1
BALL,141685,1,1
BALLOON,141687,1,1
BANANA,141287,1,1
BASKET,141499,1,1
BATH,141559,1,1
BATH (FURNITURE),141421,1,1
BATHROOM,141423,1,1
BEACH,141467,1,1
BEAR,141597,1,1
BED,141425,1,1
BEDROOM,141427,1,1
BEE,141599,1,1
BELLY BUTTON,141345,1,1
BIB,141383,1,1
BICYCLE,141667,1,1
BIG,141312,1,1
BIRD,141601,1,1
BISCUIT,141289,1,1
BITE,141588,1,1
BLANKET,141500,1,0
BLOCK,141689,1,1
BLOW,141590,1,1
BLUE,141314,1,1
BOAT,141669,1,1
BOOK,141691,1,1
BOOTS,141385,1,1
BOTTLE,141501,1,1
BOWL,141502,1,1
BOX,141503,1,1
BOY,141540,1,1
BREAD,141291,1,1
BREAK,141592,1,1
BREAKFAST,141560,1,1
BRING,141594,1,1
BROKEN,141316,1,1
BROOM,141504,1,1
BROTHER,141541,0,0
BRUSH (OBJECT),141505,1,1
BUBBLES,141693,1,1
BUCKET,141469,1,1
BUMP,141596,0,0
BUS,141675,1,1
BUTTER,141293,1,1
BUTTERFLY,141605,1,1
BUTTON,141387,1,1
BYE BYE,141561,1,1
CAKE,141295,1,1
CALL,141598,1,1
CAR,141677,1,1
CAREFUL,141318,1,1
CARROTS,141297,1,1
CARRY,141600,1,1
CAT,141607,1,1
CATCH,141602,1,1
CEREAL,141299,1,1
CHAIR,141429,1,1
CHASE,141474,1,1
CHEEK,141347,1,1
CHEESE,141301,1,1
CHICKEN,141303,1,1
CHICKEN (ANIMAL),141609,1,1
CHILD,141542,1,0
CHIPS,141305,1,1
CHOO CHOO,141573,1,1
CHURCH,141471,0,0
CLEAN,141320,1,1
CLEAN (ACTION),141604,1,1
CLOCK,141506,1,1
CLOSE,141690,1,1
COAT,141389,1,1
COCKADOODLEDOO,141575,0,0
COFFEE,141307,1,1
COLD,141322,1,1
COMB (OBJECT),141507,0,0
COOKER,141431,1,1
COT,141433,1,0
COW,141611,1,1
CRY,141606,1,1
CUDDLE,141608,1,1
CUP,141508,1,1
CUT,141610,0,0
DADDY,141543,1,1
DANCE,141612,1,1
DARK,141324,1,1
DAY,141396,1,0
DEER,141613,0,0
DINNER,141562,1,1
DIRTY,141326,1,1
DISH,141509,1,1
DOCTOR,141544,0,0
DOG,141615,1,1
DOLL,141695,1,1
DON'T,141563,1,1
DONKEY,141617,1,1
DOOR,141435,1,1
DOWN,141438,1,1
DRAW,141614,1,1
DRAWER,141437,1,1
DRESS (OBJECT),141391,0,0
DRINK,141309,1,1
DRINK (ACTION),141616,1,1
DRIVE,141618,1,0
DROP,141620,1,1
DRY (DESCRIPTION),141328,1,1
DUCK,141619,1,1
DUMMY,141510,0,0
EAR,141349,1,1
EAT,141622,1,1
EGG,141311,1,1
ELEPHANT,141621,1,1
EMPTY,141330,1,1
EYE,141351,1,1
FACE,141353,1,1
FALL,141624,1,1
FAST,141332,1,1
FEED,141626,0,0
FIND,141628,1,1
FINE,141334,0,0
FINGER,141355,1,1
FINISH,141630,1,1
FIRE ENGINE,141679,1,1
FISH,141623,1,1
FISH (FOOD),141313,1,1
FLOWER,141473,1,1
FOOD,141315,1,1
FOOT,141357,1,1
FORK,141511,1,1
FRIDGE,141451,1,1
FRIEND,141545,1,0
FROG,141625,1,1
GARAGE,141439,0,0
GARDEN,141475,0,0
GENTLE,141336,1,0
GET,141632,1,1
GIRAFFE,141627,1,1
GIRL,141549,1,1
GIVE,141634,1,0
GLASS,141512,1,1
GLASSES,141393,1,1
GO,141636,1,1
GOOD,141338,1,1
GOODNIGHT,141568,1,1
GOOSE,141629,1,1
GRANDMA,141550,1,1
GRANDPA,141551,1,1
GREEN,141340,1,1
GRR,141577,1,1
HAIR,141363,1,1
HAMMER,141513,0,0
HAND,141365,1,1
HAPPY,141342,0,0
HARD,141344,1,1
HAT,141395,1,1
HAVE,141638,1,1
HEAD,141367,1,1
HEAR,141640,1,1
HELLO,141564,1,1
HELP,141642,1,1
HER,141412,1,0
HI,141565,1,1
HIGH CHAIR,141441,1,1
HIS,141414,1,0
HIT,141644,1,1
HOOVER,141514,1,1
HORSE,141631,1,1
HOT,141346,1,1
HOUSE,141477,1,1
HOW,141384,0,0
HUG,141646,1,1
HUNGRY,141348,1,1
HURRY,141648,1,0
HURT,141350,1,0
I,141416,1,1
ICE CREAM,141317,1,1
IN,141440,1,1
INSIDE,141442,1,1
IT,141418,1,1
JACKET,141397,1,1
JAM,141319,1,1
JEANS,141399,1,0
JUG,141515,0,0
JUICE,141321,1,1
JUMP,141650,1,1
JUMPER,141401,1,1
KEY,141516,1,1
KICK,141652,1,1
KISS,141654,1,1
KITCHEN,141443,1,1
KITTEN,141633,1,1
KNEE,141369,1,1
KNOW,141656,0,0
LADY,141552,1,0
LAMB,141635,1,1
LAMP,141517,1,1
LATER,141398,1,0
LEG,141371,1,1
LIGHT (OBJECT),141518,1,1
LIKE,141658,1,1
LION,141637,1,1
LITTLE (DESCRIPTION),141352,1,1
LIVING ROOM,141445,1,0
LOOK,141660,1,1
LORRY,141671,1,0
LOVE,141662,0,0
LUNCH,141566,1,1
MAKE,141664,1,0
MAN,141553,1,1
ME,141420,1,0
MEAT,141323,1,1
MEDICINE,141519,1,0
MEOW,141579,1,1
MILK,141325,1,1
MINE,141422,1,1
MONEY,141520,1,0
MONKEY,141639,1,1
MOO,141581,1,1
MOON,141478,1,1
MORE,141462,1,1
MORNING,141400,1,1
MOTORCYCLE,141673,1,0
MOUSE,141641,1,1
MOUTH,141381,1,1
MUG,141521,1,0
MUMMY,141554,1,1
MY,141424,1,1
NAIL (BODY PART),141373,0,0
NAP,141567,1,1
