word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,44845,0,0
AGAIN,45056,1,0
ALL,45054,0,0
ALL GONE,44904,1,1
ANIMAL,44775,1,0
ANOTHER,45058,0,0
APPLE,44883,1,1
ARM,44941,0,0
ASLEEP,44906,1,0
AUNT,45136,0,0
AWAY,45032,0,0
BAA BAA,44751,1,1
BABY,45137,1,1
BABYSITTER,44735,1,1
BACK (PLACE),45034,0,0
BAD,44908,0,0
BALL,44865,1,1
BALLOON,44867,1,1
BANANA,44885,1,1
BASKET,45097,1,1
BATH,44739,1,0
BATH (FURNITURE),45019,1,0
BATHROOM,45021,0,0
BEACH,45065,0,0
BEAR,44777,1,1
BED,45023,1,1
BEDROOM,45025,1,0
BEE,44779,1,0
BELLY BUTTON,44943,0,0
BIB,44981,1,1
BICYCLE,44847,1,1
BIG,44910,0,0
BIRD,44781,1,1
BISCUIT,44887,1,1
BITE,44768,1,1
BLANKET,45098,0,0
BLOCK,44869,1,0
BLOW,44770,0,0
BLUE,44912,0,0
BOAT,44849,1,0
BOOK,44871,1,1
BOOTS,44983,0,0
BOTTLE,45099,1,1
BOWL,45100,1,1
BOX,45101,0,0
BOY,45138,0,0
BREAD,44889,1,0
BREAK,44772,0,0
BREAKFAST,44740,1,0
BRING,44774,1,0
BROKEN,44914,0,0
BROOM,45102,0,0
BROTHER,45139,0,0
BRUSH (OBJECT),45103,1,0
BUBBLES,44873,1,1
BUCKET,45067,0,0
BUMP,44776,1,0
BUS,44855,1,0
BUTTER,44891,1,1
BUTTERFLY,44785,1,0
BUTTON,44985,1,0
BYE BYE,44741,1,1
CAKE,44893,1,1
CALL,44778,0,0
CAR,44857,1,1
CAREFUL,44916,0,0
CARROTS,44895,0,0
CARRY,44780,0,0
CAT,44787,1,1
CATCH,44782,0,0
CEREAL,44897,0,0
CHAIR,45027,1,0
CHASE,45072,0,0
CHEEK,44945,0,0
CHEESE,44899,1,1
CHICKEN,44901,0,0
CHICKEN (ANIMAL),44789,1,0
CHILD,45140,0,0
CHIPS,44903,0,0
CHOO CHOO,44753,0,0
CHURCH,45069,0,0
CLEAN,44918,1,0
CLEAN (ACTION),44784,1,0
CLOCK,45104,0,0
CLOSE,44870,1,0
COAT,44987,1,0
COCKADOODLEDOO,44755,0,0
COFFEE,44905,0,0
COLD,44920,1,0
COMB (OBJECT),45105,0,0
COOKER,45029,0,0
COT,45031,1,0
COW,44791,1,0
CRY,44786,0,0
CUDDLE,44788,1,1
CUP,45106,0,0
CUT,44790,0,0
DADDY,45141,1,1
DANCE,44792,0,0
DARK,44922,1,0
DAY,44994,0,0
DEER,44793,0,0
DINNER,44742,1,0
DIRTY,44924,1,0
DISH,45107,0,0
