word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,3467,1,0
AGAIN,3678,1,0
ALL,3676,0,0
ALL GONE,3526,1,1
ANIMAL,3397,0,0
ANOTHER,3680,0,0
APPLE,3505,1,1
ARM,3563,1,1
ASLEEP,3528,1,0
AUNT,3758,0,0
AWAY,3654,1,1
BAA BAA,3373,1,1
BABY,3759,1,1
BABYSITTER,3357,1,1
BACK (PLACE),3656,0,0
BAD,3530,0,0
BALL,3487,1,1
BALLOON,3489,1,0
BANANA,3507,1,1
BASKET,3719,1,0
BATH,3361,1,0
BATH (FURNITURE),3641,1,0
BATHROOM,3643,0,0
BEACH,3687,1,1
BEAR,3399,1,1
BED,3645,1,0
BEDROOM,3647,1,0
BEE,3401,1,1
BELLY BUTTON,3565,1,0
BIB,3603,1,1
BICYCLE,3469,1,0
BIG,3532,1,0
BIRD,3403,1,1
BISCUIT,3509,1,1
BITE,3390,0,0
BLANKET,3720,1,0
BLOCK,3491,0,0
BLOW,3392,1,0
BLUE,3534,1,0
BOAT,3471,1,1
BOOK,3493,1,1
BOOTS,3605,1,0
BOTTLE,3721,1,0
BOWL,3722,1,0
BOX,3723,1,0
BOY,3760,1,1
BREAD,3511,1,1
BREAK,3394,0,0
BREAKFAST,3362,1,0
BRING,3396,1,0
BROKEN,3536,0,0
BROOM,3724,0,0
BROTHER,3761,0,0
BRUSH (OBJECT),3725,1,0
BUBBLES,3495,1,1
BUCKET,3689,1,0
BUMP,3398,0,0
BUS,3477,1,0
BUTTER,3513,0,0
BUTTERFLY,3407,1,0
BUTTON,3607,1,0
BYE BYE,3363,1,1
CAKE,3515,1,1
CALL,3400,0,0
CAR,3479,1,0
CAREFUL,3538,1,0
CARROTS,3517,1,0
CARRY,3402,1,1
CAT,3409,1,1
CATCH,3404,0,0
CEREAL,3519,1,0
CHAIR,3649,1,0
CHASE,3694,0,0
CHEEK,3567,1,0
CHEESE,3521,1,1
CHICKEN,3523,0,0
CHICKEN (ANIMAL),3411,1,0
CHILD,3762,0,0
CHIPS,3525,1,1
CHOO CHOO,3375,1,1
CHURCH,3691,0,0
CLEAN,3540,1,0
CLEAN (ACTION),3406,0,0
CLOCK,3726,0,0
CLOSE,3492,0,0
COAT,3609,1,0
COCKADOODLEDOO,3377,0,0
COFFEE,3527,1,0
COLD,3542,1,0
COMB (OBJECT),3727,0,0
COOKER,3651,1,0
COT,3653,1,0
COW,3413,1,0
CRY,3408,1,0
CUDDLE,3410,1,1
CUP,3728,1,1
CUT,3412,0,0
DADDY,3345,1,1
DANCE,3414,1,0
DARK,3544,0,0
DAY,3616,0,0
DEER,3415,0,0
DINNER,3364,0,0
DIRTY,3546,1,1
DISH,3729,0,0
DOCTOR,3346,0,0
DOG,3417,1,1
DOLL,3497,1,0
DON'T,3365,0,0
DONKEY,3419,0,0
DOOR,3655,1,0
DOWN,3658,0,0
DRAW,3416,1,0
DRAWER,3657,0,0
DRESS (OBJECT),3611,1,0
DRINK,3529,1,0
DRINK (ACTION),3418,1,0
DRIVE,3420,0,0
DROP,3422,0,0
DRY (DESCRIPTION),3548,0,0
DUCK,3421,1,1
DUMMY,3730,1,1
EAR,3569,1,1
EAT,3424,1,0
EGG,3531,0,0
ELEPHANT,3423,1,0
EMPTY,3550,0,0
EYE,3571,1,1
FACE,3573,1,0
FALL,3426,0,0
FAST,3552,0,0
FEED,3428,1,0
FIND,3430,0,0
FINE,3554,0,0
FINGER,3575,1,0
FINISH,3432,1,0
FIRE ENGINE,3481,0,0
FISH,3425,1,1
FISH (FOOD),3533,1,1
FLOWER,3693,1,1
FOOD,3535,1,1
FOOT,3577,1,0
FORK,3731,0,0
FRIDGE,3671,1,0
FRIEND,3347,0,0
FROG,3427,0,0
GARAGE,3659,0,0
GARDEN,3695,1,0
GENTLE,3556,1,0
GET,3434,0,0
GIRAFFE,3429,1,0
GIRL,3351,1,1
GIVE,3436,1,0
GLASS,3732,0,0
GLASSES,3613,1,0
GO,3438,1,1
GOOD,3558,1,0
GOODNIGHT,3370,1,1
GOOSE,3431,0,0
GRANDMA,3352,1,0
GRANDPA,3353,1,0
GREEN,3560,0,0
GRR,3379,1,1
HAIR,3583,1,1
HAMMER,3733,0,0
HAND,3585,1,1
HAPPY,3562,1,1
HARD,3564,0,0
HAT,3615,1,1
HAVE,3440,1,0
HEAD,3587,1,0
HEAR,3442,0,0
HELLO,3366,1,1
HELP,3444,0,0
HER,3632,0,0
HI,3367,1,1
HIGH CHAIR,3661,1,0
HIS,3634,0,0
HIT,3446,1,0
HOOVER,3734,0,0
HORSE,3433,0,0
HOT,3566,1,1
HOUSE,3697,1,1
HOW,3604,0,0
HUG,3448,1,0
HUNGRY,3568,1,0
