word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,104591,0,0
AGAIN,104802,0,0
ALL,104800,0,0
ALL GONE,104650,1,1
ANIMAL,104521,1,0
ANOTHER,104804,0,0
APPLE,104629,1,0
ARM,104687,1,0
ASLEEP,104652,0,0
AUNT,104882,0,0
AWAY,104778,0,0
BAA BAA,104915,1,1
BABY,104883,1,1
BABYSITTER,104899,1,0
BACK (PLACE),104780,1,0
BAD,104654,0,0
BALL,104611,1,1
BALLOON,104613,1,0
BANANA,104631,1,1
BASKET,104843,1,0
BATH,104903,1,1
BATH (FURNITURE),104765,1,1
BATHROOM,104767,0,0
BEACH,104811,0,0
BEAR,104523,0,0
BED,104769,1,1
BEDROOM,104771,1,0
BEE,104525,0,0
BELLY BUTTON,104689,0,0
BIB,104727,0,0
BICYCLE,104593,0,0
BIG,104656,0,0
BIRD,104527,1,0
BISCUIT,104633,1,0
BITE,104514,0,0
BLANKET,104844,1,0
BLOCK,104615,0,0
BLOW,104516,1,0
BLUE,104658,0,0
BOAT,104595,0,0
BOOK,104617,1,1
BOOTS,104729,0,0
BOTTLE,104845,0,0
BOWL,104846,0,0
BOX,104847,0,0
BOY,104884,0,0
BREAD,104635,1,0
BREAK,104518,0,0
BREAKFAST,104904,0,0
BRING,104520,0,0
BROKEN,104660,0,0
BROOM,104848,0,0
BROTHER,104885,1,1
BRUSH (OBJECT),104849,0,0
BUBBLES,104619,1,1
BUCKET,104813,0,0
BUMP,104522,0,0
BUS,104601,1,0
BUTTER,104637,0,0
BUTTERFLY,104531,0,0
BUTTON,104731,1,0
BYE BYE,104905,1,1
CAKE,104639,1,0
CALL,104524,0,0
CAR,104603,1,0
CAREFUL,104662,1,0
CARROTS,104641,0,0
CARRY,104526,0,0
CAT,104533,0,0
CATCH,104528,1,0
CEREAL,104643,1,0
CHAIR,104773,0,0
CHASE,104818,0,0
CHEEK,104691,0,0
CHEESE,104645,1,0
CHICKEN,104647,0,0
CHICKEN (ANIMAL),104535,0,0
CHILD,104886,0,0
CHIPS,104649,0,0
CHOO CHOO,104917,1,1
CHURCH,104815,0,0
CLEAN,104664,0,0
CLEAN (ACTION),104530,0,0
CLOCK,104850,0,0
CLOSE,104616,1,0
COAT,104733,0,0
COCKADOODLEDOO,104501,0,0
COFFEE,104651,0,0
COLD,104666,0,0
COMB (OBJECT),104851,0,0
COOKER,104775,0,0
COT,104777,0,0
COW,104537,1,0
CRY,104532,0,0
CUDDLE,104534,1,1
CUP,104852,0,0
CUT,104536,0,0
DADDY,104887,1,1
DANCE,104538,0,0
DARK,104668,0,0
DAY,104740,0,0
DEER,104539,0,0
DINNER,104906,0,0
DIRTY,104670,0,0
DISH,104853,0,0
DOCTOR,104888,0,0
DOG,104541,1,1
DOLL,104621,0,0
DON'T,104907,1,0
DONKEY,104543,0,0
DOOR,104779,1,1
DOWN,104782,1,0
