word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,107117,0,0
AGAIN,107328,0,0
ALL,107326,0,0
ALL GONE,107176,1,0
ANIMAL,107047,0,0
ANOTHER,107330,0,0
APPLE,107155,1,0
ARM,107213,0,0
ASLEEP,107178,0,0
AUNT,107408,0,0
AWAY,107304,0,0
BAA BAA,107023,1,0
BABY,107409,1,0
BABYSITTER,107425,1,0
BACK (PLACE),107306,0,0
BAD,107180,0,0
BALL,107137,1,1
BALLOON,107139,0,0
BANANA,107157,1,1
BASKET,107369,0,0
BATH,107011,1,0
BATH (FURNITURE),107291,1,0
BATHROOM,107293,1,0
BEACH,107337,0,0
BEAR,107049,0,0
BED,107295,1,0
BEDROOM,107297,1,0
BEE,107051,0,0
BELLY BUTTON,107215,0,0
BIB,107253,0,0
BICYCLE,107119,1,0
BIG,107182,0,0
BIRD,107053,1,0
BISCUIT,107159,1,0
BITE,107040,0,0
BLANKET,107370,0,0
BLOCK,107141,0,0
BLOW,107042,0,0
BLUE,107184,0,0
BOAT,107121,0,0
BOOK,107143,1,0
BOOTS,107255,0,0
BOTTLE,107371,0,0
BOWL,107372,0,0
BOX,107373,0,0
BOY,107410,0,0
BREAD,107161,0,0
BREAK,107044,0,0
BREAKFAST,107012,1,0
BRING,107046,0,0
BROKEN,107186,0,0
BROOM,107374,0,0
BROTHER,107411,1,0
BRUSH (OBJECT),107375,1,0
BUBBLES,107145,0,0
BUCKET,107339,0,0
BUMP,107048,0,0
BUS,107127,1,0
BUTTER,107163,0,0
BUTTERFLY,107057,0,0
BUTTON,107257,0,0
BYE BYE,107013,1,0
CAKE,107165,1,0
CALL,107050,0,0
CAR,107129,1,0
CAREFUL,107188,0,0
CARROTS,107167,0,0
CARRY,107052,0,0
CAT,107059,1,0
CATCH,107054,0,0
CEREAL,107169,0,0
CHAIR,107299,1,0
CHASE,107344,0,0
CHEEK,107217,0,0
CHEESE,107171,0,0
CHICKEN,107173,0,0
CHICKEN (ANIMAL),107061,0,0
CHILD,107412,0,0
CHIPS,107175,0,0
CHOO CHOO,107025,1,0
CHURCH,107341,0,0
CLEAN,107190,0,0
CLEAN (ACTION),107056,0,0
CLOCK,107376,1,0
CLOSE,107142,0,0
COAT,107259,1,0
COCKADOODLEDOO,107027,0,0
COFFEE,107177,0,0
COLD,107192,0,0
COMB (OBJECT),107377,0,0
COOKER,107301,0,0
COT,107303,0,0
COW,107063,1,0
CRY,107058,0,0
CUDDLE,107060,1,0
CUP,107378,1,0
CUT,107062,0,0
DADDY,107413,1,1
DANCE,107064,1,0
DARK,107194,0,0
DAY,107266,0,0
DEER,107065,0,0
DINNER,107014,1,1
DIRTY,107196,0,0
DISH,107379,0,0
DOCTOR,107414,0,0
DOG,107067,1,0
DOLL,107147,0,0
DON'T,107015,0,0
DONKEY,107069,0,0
DOOR,107305,1,0
DOWN,107308,1,1
DRAW,107066,0,0
DRAWER,107307,0,0
DRESS (OBJECT),107261,0,0
DRINK,107179,1,0
DRINK (ACTION),107068,1,0
DRIVE,107070,1,0
DROP,107072,0,0
DRY (DESCRIPTION),107198,0,0
DUCK,107071,0,0
DUMMY,107380,0,0
EAR,107219,1,0
EAT,107074,1,0
EGG,107181,0,0
ELEPHANT,107073,0,0
EMPTY,107200,1,0
EYE,107221,1,0
FACE,107223,0,0
FALL,107076,1,0
FAST,107202,1,0
FEED,107078,0,0
FIND,107080,0,0
FINE,107204,0,0
FINGER,107225,1,0
FINISH,107082,1,0
FIRE ENGINE,107131,0,0
FISH,107075,1,1
FISH (FOOD),107183,0,0
FLOWER,107343,1,0
FOOD,107185,1,0
FOOT,107227,1,0
FORK,107381,0,0
FRIDGE,107321,0,0
FRIEND,107415,0,0
FROG,107077,0,0
GARAGE,107309,0,0
GARDEN,107345,0,0
GENTLE,107206,1,0
GET,107084,0,0
GIRAFFE,107079,0,0
GIRL,107419,0,0
GIVE,107086,1,0
GLASS,107382,0,0
GLASSES,107263,1,0
GO,107088,1,0
GOOD,107208,1,0
GOODNIGHT,107020,1,0
GOOSE,107081,0,0
GRANDMA,107420,1,0
GRANDPA,107421,1,1
GREEN,107210,0,0
GRR,107029,0,0
HAIR,107233,1,0
HAMMER,107383,0,0
HAND,107235,1,0
HAPPY,107212,1,0
HARD,107214,0,0
HAT,107265,1,0
HAVE,107090,0,0
HEAD,107237,1,0
HEAR,107092,0,0
HELLO,107016,1,0
HELP,107094,0,0
HER,107282,0,0
HI,107017,1,0
HIGH CHAIR,107311,0,0
HIS,107284,0,0
HIT,107096,0,0
HOOVER,107384,1,0
HORSE,107083,0,0
HOT,107216,0,0
HOUSE,107347,0,0
HOW,107254,0,0
HUG,107098,1,0
HUNGRY,107218,1,0
HURRY,107100,0,0
HURT,107220,0,0
I,107286,0,0
ICE CREAM,107187,0,0
IN,107310,0,0
INSIDE,107312,0,0
IT,107288,0,0
JACKET,107267,0,0
JAM,107189,0,0
JEANS,107269,0,0
JUG,107385,0,0
JUICE,107191,1,0
JUMP,107102,0,0
JUMPER,107271,1,0
KEY,107386,1,0
KICK,107104,1,0
KISS,107106,1,0
KITCHEN,107313,1,0
KITTEN,107085,0,0
KNEE,107239,0,0
KNOW,107108,0,0
LADY,107422,0,0
LAMB,107087,0,0
LAMP,107387,0,0
LATER,107268,0,0
LEG,107241,1,0
LIGHT (OBJECT),107388,1,0
LIKE,107110,1,0
LION,107089,0,0
LITTLE (DESCRIPTION),107222,0,0
LIVING ROOM,107315,0,0
LOOK,107112,1,0
LORRY,107123,0,0
LOVE,107114,0,0
LUNCH,107018,1,0
MAKE,107116,0,0
MAN,107423,0,0
ME,107290,1,0
