word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,86329,0,0
AGAIN,86122,1,0
ALL,86120,1,0
ALL GONE,86388,1,0
ANIMAL,86259,0,0
ANOTHER,86124,0,0
APPLE,86367,0,0
ARM,86425,0,0
ASLEEP,86390,0,0
AUNT,86202,0,0
AWAY,86516,0,0
BAA BAA,86235,1,1
BABY,86203,1,0
BABYSITTER,86219,1,1
BACK (PLACE),86518,0,0
BAD,86392,0,0
BALL,86349,1,1
BALLOON,86351,0,0
BANANA,86369,1,0
BASKET,86163,0,0
BATH,86223,1,0
BATH (FURNITURE),86503,1,0
BATHROOM,86505,0,0
BEACH,86131,0,0
BEAR,86261,0,0
BED,86507,1,0
BEDROOM,86509,1,0
BEE,86263,0,0
BELLY BUTTON,86427,0,0
BIB,86465,1,0
BICYCLE,86331,0,0
BIG,86394,0,0
BIRD,86265,0,0
BISCUIT,86371,0,0
BITE,86252,0,0
BLANKET,86164,0,0
BLOCK,86353,0,0
BLOW,86254,0,0
BLUE,86396,0,0
BOAT,86333,0,0
BOOK,86355,1,0
BOOTS,86467,0,0
BOTTLE,86165,1,0
BOWL,86166,1,0
BOX,86167,0,0
BOY,86204,0,0
BREAD,86373,1,0
BREAK,86256,0,0
BREAKFAST,86224,1,0
BRING,86258,0,0
BROKEN,86398,0,0
BROOM,86168,0,0
BROTHER,86205,0,0
BRUSH (OBJECT),86169,1,0
BUBBLES,86357,0,0
BUCKET,86133,0,0
BUMP,86260,0,0
BUS,86339,1,0
BUTTER,86375,0,0
BUTTERFLY,86269,0,0
BUTTON,86469,0,0
BYE BYE,86225,1,1
CAKE,86377,1,0
CALL,86262,0,0
CAR,86341,1,0
CAREFUL,86400,1,0
CARROTS,86379,0,0
CARRY,86264,0,0
CAT,86271,1,0
CATCH,86266,0,0
CEREAL,86381,0,0
CHAIR,86511,0,0
CHASE,86138,0,0
CHEEK,86429,0,0
CHEESE,86383,1,0
CHICKEN,86385,0,0
CHICKEN (ANIMAL),86273,0,0
CHILD,86206,0,0
CHIPS,86387,0,0
CHOO CHOO,86237,0,0
CHURCH,86135,0,0
CLEAN,86402,0,0
CLEAN (ACTION),86268,0,0
CLOCK,86170,0,0
CLOSE,86354,0,0
COAT,86471,1,0
COCKADOODLEDOO,86239,0,0
COFFEE,86389,0,0
COLD,86404,1,0
COMB (OBJECT),86171,0,0
COOKER,86513,0,0
COT,86515,0,0
COW,86275,1,0
CRY,86270,0,0
CUDDLE,86272,1,0
CUP,86172,0,0
CUT,86274,0,0
DADDY,86207,1,1
DANCE,86276,0,0
DARK,86406,0,0
DAY,86478,0,0
DEER,86277,0,0
DINNER,86226,1,0
DIRTY,86408,1,0
DISH,86173,0,0
DOCTOR,86208,0,0
DOG,86279,0,0
DOLL,86359,0,0
DON'T,86227,0,0
DONKEY,86281,0,0
DOOR,86517,1,0
DOWN,86520,1,0
DRAW,86278,0,0
DRAWER,86519,0,0
DRESS (OBJECT),86473,0,0
DRINK,86391,1,0
DRINK (ACTION),86280,0,0
DRIVE,86282,0,0
DROP,86284,0,0
DRY (DESCRIPTION),86410,0,0
DUCK,86283,0,0
DUMMY,86174,1,1
EAR,86431,1,0
EAT,86286,1,0
EGG,86393,0,0
ELEPHANT,86285,0,0
EMPTY,86412,0,0
EYE,86433,0,0
FACE,86435,0,0
FALL,86288,1,0
FAST,86414,0,0
FEED,86290,0,0
FIND,86292,0,0
FINE,86416,0,0
FINGER,86437,0,0
FINISH,86294,0,0
FIRE ENGINE,86343,0,0
FISH,86287,0,0
FISH (FOOD),86395,0,0
FLOWER,86137,0,0
FOOD,86397,1,0
FOOT,86439,1,0
FORK,86175,0,0
FRIDGE,86115,0,0
FRIEND,86209,0,0
FROG,86289,0,0
GARAGE,86521,0,0
GARDEN,86139,0,0
GENTLE,86418,1,0
GET,86296,0,0
GIRAFFE,86291,0,0
GIRL,86213,0,0
GIVE,86298,0,0
GLASS,86176,0,0
GLASSES,86475,0,0
GO,86300,0,0
GOOD,86420,1,0
GOODNIGHT,86232,0,0
GOOSE,86293,0,0
GRANDMA,86214,0,0
GRANDPA,86215,0,0
GREEN,86422,0,0
GRR,86241,1,0
HAIR,86445,0,0
HAMMER,86177,0,0
HAND,86447,1,0
HAPPY,86424,0,0
HARD,86426,0,0
HAT,86477,1,0
HAVE,86302,0,0
HEAD,86449,1,0
HEAR,86304,0,0
HELLO,86228,1,0
HELP,86306,0,0
HER,86494,0,0
HI,86229,0,0
HIGH CHAIR,86523,1,0
HIS,86496,0,0
HIT,86308,0,0
HOOVER,86178,0,0
HORSE,86295,0,0
HOT,86428,0,0
HOUSE,86141,0,0
HOW,86466,0,0
