word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,106767,1,0
AGAIN,106978,1,0
ALL,106976,1,0
ALL GONE,106826,1,1
ANIMAL,106697,0,0
ANOTHER,106980,0,0
APPLE,106805,1,1
ARM,106863,1,0
ASLEEP,106828,1,0
AUNT,106640,0,0
AWAY,106954,0,0
BAA BAA,106673,1,1
BABY,106641,1,1
BABYSITTER,106657,1,1
BACK (PLACE),106956,0,0
BAD,106830,0,0
BALL,106787,1,1
BALLOON,106789,1,0
BANANA,106807,1,1
BASKET,106601,0,0
BATH,106661,1,1
BATH (FURNITURE),106941,1,0
BATHROOM,106943,1,0
BEACH,106987,1,0
BEAR,106699,0,0
BED,106945,1,1
BEDROOM,106947,1,0
BEE,106701,0,0
BELLY BUTTON,106865,1,0
BIB,106903,1,0
BICYCLE,106769,1,1
BIG,106832,0,0
BIRD,106703,1,1
BISCUIT,106809,1,0
BITE,106690,0,0
BLANKET,106602,1,0
BLOCK,106791,0,0
BLOW,106692,1,0
BLUE,106834,1,1
BOAT,106771,1,1
BOOK,106793,1,1
BOOTS,106905,0,0
BOTTLE,106603,1,0
BOWL,106604,1,1
BOX,106605,1,0
BOY,106642,1,1
BREAD,106811,1,0
BREAK,106694,0,0
BREAKFAST,106662,1,0
BRING,106696,1,0
BROKEN,106836,1,0
BROOM,106606,1,0
BROTHER,106643,1,1
BRUSH (OBJECT),106607,1,0
BUBBLES,106795,1,1
BUCKET,106989,0,0
BUMP,106698,1,0
BUS,106777,1,1
BUTTER,106813,0,0
BUTTERFLY,106707,0,0
BUTTON,106907,0,0
BYE BYE,106663,1,1
CAKE,106815,1,0
CALL,106700,0,0
CAR,106779,1,1
CAREFUL,106838,0,0
CARROTS,106817,1,0
CARRY,106702,0,0
CAT,106709,1,1
CATCH,106704,1,0
CEREAL,106819,0,0
CHAIR,106949,1,0
CHASE,106994,1,0
CHEEK,106867,0,0
CHEESE,106821,0,0
CHICKEN,106823,0,0
CHICKEN (ANIMAL),106711,0,0
CHILD,106644,0,0
CHIPS,106825,1,0
CHOO CHOO,106675,1,1
CHURCH,106991,0,0
CLEAN,106840,1,0
CLEAN (ACTION),106706,1,0
CLOCK,106608,1,0
CLOSE,106792,1,0
COAT,106909,1,0
COCKADOODLEDOO,106677,0,0
COFFEE,106827,0,0
COLD,106842,1,1
COMB (OBJECT),106609,0,0
COOKER,106951,0,0
COT,106953,1,0
COW,106713,1,1
CRY,106708,1,0
CUDDLE,106710,1,0
CUP,106610,1,0
CUT,106712,0,0
DADDY,106645,1,1
DANCE,106714,1,1
DARK,106844,0,0
DAY,106916,0,0
DEER,106715,0,0
DINNER,106664,1,1
DIRTY,106846,0,0
DISH,106611,0,0
DOCTOR,106646,0,0
DOG,106717,1,1
DOLL,106797,1,0
DON'T,106665,0,0
DONKEY,106719,0,0
DOOR,106955,1,0
DOWN,106958,1,1
DRAW,106716,0,0
DRAWER,106957,1,0
DRESS (OBJECT),106911,0,0
DRINK,106829,1,0
DRINK (ACTION),106718,1,0
DRIVE,106720,1,0
DROP,106722,1,0
DRY (DESCRIPTION),106848,0,0
DUCK,106721,1,0
DUMMY,106612,0,0
EAR,106869,1,0
EAT,106724,1,0
EGG,106831,1,0
ELEPHANT,106723,0,0
EMPTY,106850,1,0
EYE,106871,1,0
FACE,106873,1,0
FALL,106726,1,0
FAST,106852,1,0
FEED,106728,1,0
FIND,106730,1,0
FINE,106854,0,0
FINGER,106875,1,0
FINISH,106732,1,0
FIRE ENGINE,106781,1,0
FISH,106725,1,1
FISH (FOOD),106833,0,0
FLOWER,106993,1,1
FOOD,106835,1,0
FOOT,106877,1,0
FORK,106613,0,0
FRIDGE,106971,0,0
FRIEND,106647,0,0
FROG,106727,0,0
GARAGE,106959,0,0
GARDEN,106995,0,0
GENTLE,106856,1,0
GET,106734,1,0
GIRAFFE,106729,0,0
GIRL,106651,0,0
GIVE,106736,1,0
GLASS,106614,0,0
GLASSES,106913,1,0
GO,106738,1,0
GOOD,106858,1,0
GOODNIGHT,106670,1,0
GOOSE,106731,0,0
GRANDMA,106652,1,1
GRANDPA,106653,1,1
GREEN,106860,0,0
GRR,106679,0,0
HAIR,106883,1,0
HAMMER,106615,0,0
HAND,106885,1,0
HAPPY,106862,1,0
HARD,106864,0,0
HAT,106915,1,0
HAVE,106740,1,0
HEAD,106887,1,0
HEAR,106742,0,0
HELLO,106666,1,1
HELP,106744,1,0
HER,106932,0,0
HI,106667,1,0
HIGH CHAIR,106961,0,0
HIS,106934,0,0
HIT,106746,1,0
HOOVER,106616,1,0
HORSE,106733,1,0
HOT,106866,1,0
HOUSE,106997,1,0
HOW,106904,0,0
HUG,106748,1,0
HUNGRY,106868,1,0
HURRY,106750,1,0
HURT,106870,1,0
I,106936,0,0
ICE CREAM,106837,1,0
IN,106960,0,0
INSIDE,106962,0,0
IT,106938,0,0
JACKET,106917,0,0
JAM,106839,0,0
JEANS,106919,0,0
JUG,106617,0,0
JUICE,106841,1,0
JUMP,106752,1,0
JUMPER,106921,1,0
KEY,106618,1,0
KICK,106754,1,0
KISS,106756,1,0
KITCHEN,106963,1,0
KITTEN,106735,0,0
KNEE,106889,0,0
KNOW,106758,0,0
LADY,106654,0,0
LAMB,106737,0,0
LAMP,106619,1,0
LATER,106918,0,0
LEG,106891,1,0
LIGHT (OBJECT),106620,1,0
LIKE,106760,1,0
LION,106739,1,0
LITTLE (DESCRIPTION),106872,0,0
LIVING ROOM,106965,0,0
