word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,37459,0,0
AGAIN,37252,1,0
ALL,37250,0,0
ALL GONE,37518,1,0
ANIMAL,37389,0,0
ANOTHER,37254,0,0
APPLE,37497,1,1
ARM,37555,1,0
ASLEEP,37520,1,0
AUNT,37332,0,0
AWAY,37228,0,0
BAA BAA,37365,1,0
BABY,37333,1,1
BABYSITTER,37349,0,0
BACK (PLACE),37230,0,0
BAD,37522,0,0
BALL,37479,1,1
BALLOON,37481,1,1
BANANA,37499,1,1
BASKET,37293,0,0
BATH,37353,1,0
BATH (FURNITURE),37215,1,0
BATHROOM,37217,1,0
BEACH,37261,0,0
BEAR,37391,1,0
BED,37219,1,0
BEDROOM,37221,1,0
BEE,37393,1,0
BELLY BUTTON,37557,0,0
BIB,37595,1,0
BICYCLE,37461,0,0
BIG,37524,0,0
BIRD,37395,1,0
BISCUIT,37501,1,0
BITE,37382,0,0
BLANKET,37294,1,0
BLOCK,37483,1,0
BLOW,37384,0,0
BLUE,37526,0,0
BOAT,37463,0,0
BOOK,37485,1,1
BOOTS,37597,0,0
BOTTLE,37295,1,0
BOWL,37296,1,0
BOX,37297,0,0
BOY,37334,1,0
BREAD,37503,1,0
BREAK,37386,0,0
BREAKFAST,37354,1,0
BRING,37388,0,0
BROKEN,37528,0,0
BROOM,37298,1,0
BROTHER,37335,0,0
BRUSH (OBJECT),37299,1,0
BUBBLES,37487,1,1
BUCKET,37263,0,0
BUMP,37390,0,0
BUS,37469,1,0
BUTTER,37505,0,0
BUTTERFLY,37399,0,0
BUTTON,37599,0,0
BYE BYE,37355,1,1
CAKE,37507,1,0
CALL,37392,0,0
CAR,37471,1,0
CAREFUL,37530,1,0
CARROTS,37509,1,0
CARRY,37394,0,0
CAT,37401,1,1
CATCH,37396,1,1
CEREAL,37511,0,0
CHAIR,37223,1,0
CHASE,37268,0,0
CHEEK,37559,0,0
CHEESE,37513,1,1
CHICKEN,37515,0,0
CHICKEN (ANIMAL),37403,1,0
CHILD,37336,0,0
CHIPS,37517,1,0
CHOO CHOO,37367,1,1
CHURCH,37265,1,0
CLEAN,37532,0,0
CLEAN (ACTION),37398,1,0
CLOCK,37300,0,0
CLOSE,37484,1,0
COAT,37601,1,0
COCKADOODLEDOO,37369,0,0
COFFEE,37519,0,0
COLD,37534,0,0
COMB (OBJECT),37301,0,0
COOKER,37225,0,0
COT,37227,1,0
COW,37405,1,0
CRY,37400,1,0
CUDDLE,37402,1,0
CUP,37302,0,0
CUT,37404,0,0
DADDY,37337,1,1
DANCE,37406,1,0
DARK,37536,1,0
DAY,37608,0,0
DEER,37407,0,0
DINNER,37356,0,0
DIRTY,37538,1,0
DISH,37303,1,0
DOCTOR,37338,0,0
DOG,37409,1,1
DOLL,37489,1,0
DON'T,37357,0,0
DONKEY,37411,0,0
DOOR,37229,1,0
DOWN,37232,0,0
DRAW,37408,1,0
DRAWER,37231,1,0
DRESS (OBJECT),37603,0,0
DRINK,37521,1,0
DRINK (ACTION),37410,1,0
DRIVE,37412,0,0
DROP,37414,1,0
DRY (DESCRIPTION),37540,0,0
DUCK,37413,1,1
DUMMY,37304,0,0
EAR,37561,0,0
EAT,37416,1,0
EGG,37523,0,0
ELEPHANT,37415,0,0
EMPTY,37542,0,0
EYE,37563,1,0
FACE,37565,1,0
FALL,37418,0,0
FAST,37544,0,0
FEED,37420,0,0
FIND,37422,0,0
FINE,37546,0,0
FINGER,37567,1,0
FINISH,37424,1,0
FIRE ENGINE,37473,1,0
FISH,37417,1,0
FISH (FOOD),37525,0,0
FLOWER,37267,0,0
FOOD,37527,1,0
FOOT,37569,1,0
FORK,37305,0,0
FRIDGE,37245,0,0
FRIEND,37339,1,0
FROG,37419,1,0
GARAGE,37233,0,0
GARDEN,37269,0,0
GENTLE,37548,1,0
GET,37426,1,0
GIRAFFE,37421,0,0
GIRL,37343,0,0
GIVE,37428,1,0
GLASS,37306,0,0
GLASSES,37605,1,0
GO,37430,0,0
GOOD,37550,1,0
GOODNIGHT,37362,1,0
GOOSE,37423,0,0
GRANDMA,37344,0,0
GRANDPA,37345,1,0
GREEN,37552,0,0
GRR,37371,1,1
HAIR,37575,1,0
HAMMER,37307,0,0
HAND,37577,1,0
HAPPY,37554,1,0
HARD,37556,0,0
HAT,37607,1,0
HAVE,37432,0,0
HEAD,37579,1,0
HEAR,37434,0,0
HELLO,37358,1,1
HELP,37436,0,0
HER,37206,0,0
HI,37359,1,0
HIGH CHAIR,37235,1,0
HIS,37208,0,0
HIT,37438,0,0
HOOVER,37308,1,0
HORSE,37425,0,0
HOT,37558,0,0
HOUSE,37271,1,0
HOW,37596,0,0
HUG,37440,1,0
HUNGRY,37560,0,0
HURRY,37442,0,0
HURT,37562,0,0
I,37210,1,0
ICE CREAM,37529,1,0
IN,37234,0,0
INSIDE,37236,0,0
IT,37212,0,0
JACKET,37609,0,0
JAM,37531,0,0
JEANS,37611,0,0
JUG,37309,0,0
JUICE,37533,1,0
JUMP,37444,1,0
JUMPER,37613,0,0
KEY,37310,1,0
KICK,37446,0,0
KISS,37448,1,0
KITCHEN,37237,0,0
KITTEN,37427,0,0
KNEE,37581,0,0
KNOW,37450,0,0
LADY,37346,0,0
LAMB,37429,0,0
LAMP,37311,0,0
LATER,37610,0,0
LEG,37583,1,0
