word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,63299,0,0
AGAIN,63510,0,0
ALL,63508,0,0
ALL GONE,63358,1,0
ANIMAL,63229,1,0
ANOTHER,63512,0,0
APPLE,63337,1,0
ARM,63395,1,0
ASLEEP,63360,1,0
AUNT,63172,0,0
AWAY,63486,0,0
BAA BAA,63205,1,1
BABY,63173,1,0
BABYSITTER,63189,1,0
BACK (PLACE),63488,0,0
BAD,63362,0,0
BALL,63319,1,0
BALLOON,63321,1,0
BANANA,63339,1,0
BASKET,63133,1,0
BATH,63193,1,1
BATH (FURNITURE),63473,1,0
BATHROOM,63475,1,0
BEACH,63519,0,0
BEAR,63231,1,0
BED,63477,1,0
BEDROOM,63479,1,0
BEE,63233,0,0
BELLY BUTTON,63397,0,0
BIB,63435,0,0
BICYCLE,63301,0,0
BIG,63364,0,0
BIRD,63235,0,0
BISCUIT,63341,1,1
BITE,63222,0,0
BLANKET,63134,1,0
BLOCK,63323,0,0
BLOW,63224,0,0
BLUE,63366,0,0
BOAT,63303,0,0
BOOK,63325,1,0
BOOTS,63437,0,0
BOTTLE,63135,1,1
BOWL,63136,1,0
BOX,63137,0,0
BOY,63174,1,0
BREAD,63343,1,0
BREAK,63226,0,0
BREAKFAST,63194,1,0
BRING,63228,1,0
BROKEN,63368,0,0
BROOM,63138,0,0
BROTHER,63175,1,0
BRUSH (OBJECT),63139,1,0
BUBBLES,63327,0,0
BUCKET,63521,0,0
BUMP,63230,0,0
BUS,63309,1,0
BUTTER,63345,0,0
BUTTERFLY,63239,0,0
BUTTON,63439,0,0
BYE BYE,63195,1,0
CAKE,63347,1,1
CALL,63232,0,0
CAR,63311,1,0
CAREFUL,63370,0,0
CARROTS,63349,1,0
CARRY,63234,0,0
CAT,63241,1,0
CATCH,63236,0,0
CEREAL,63351,1,0
CHAIR,63481,0,0
CHASE,63526,0,0
CHEEK,63399,0,0
CHEESE,63353,0,0
CHICKEN,63355,1,0
CHICKEN (ANIMAL),63243,1,0
CHILD,63176,0,0
CHIPS,63357,1,0
CHOO CHOO,63207,1,0
CHURCH,63523,0,0
CLEAN,63372,0,0
CLEAN (ACTION),63238,0,0
CLOCK,63140,0,0
CLOSE,63324,0,0
COAT,63441,1,0
COCKADOODLEDOO,63209,0,0
COFFEE,63359,0,0
COLD,63374,0,0
COMB (OBJECT),63141,0,0
COOKER,63483,0,0
COT,63485,1,0
COW,63245,1,0
CRY,63240,0,0
CUDDLE,63242,1,0
CUP,63142,0,0
CUT,63244,0,0
DADDY,63177,1,0
DANCE,63246,1,0
DARK,63376,0,0
DAY,63448,0,0
DEER,63247,0,0
DINNER,63196,0,0
DIRTY,63378,1,0
DISH,63143,0,0
DOCTOR,63178,0,0
DOG,63249,1,1
DOLL,63329,1,0
DON'T,63197,1,0
DONKEY,63251,0,0
DOOR,63487,1,0
DOWN,63490,0,0
DRAW,63248,0,0
DRAWER,63489,0,0
DRESS (OBJECT),63443,0,0
DRINK,63361,1,0
DRINK (ACTION),63250,1,0
DRIVE,63252,0,0
DROP,63254,0,0
DRY (DESCRIPTION),63380,0,0
DUCK,63253,1,0
DUMMY,63144,1,0
EAR,63401,1,0
EAT,63256,1,0
EGG,63363,0,0
ELEPHANT,63255,1,0
EMPTY,63382,0,0
EYE,63403,1,0
FACE,63405,1,0
FALL,63258,0,0
FAST,63384,0,0
FEED,63260,1,0
FIND,63262,0,0
FINE,63386,0,0
FINGER,63407,1,0
FINISH,63264,1,0
FIRE ENGINE,63313,0,0
FISH,63257,1,0
FISH (FOOD),63365,0,0
FLOWER,63525,0,0
FOOD,63367,1,0
FOOT,63409,1,0
FORK,63145,0,0
FRIDGE,63503,0,0
FRIEND,63179,0,0
FROG,63259,1,0
GARAGE,63491,0,0
GARDEN,63527,0,0
GENTLE,63388,1,0
GET,63266,0,0
GIRAFFE,63261,1,0
GIRL,63183,0,0
GIVE,63268,0,0
GLASS,63146,0,0
GLASSES,63445,0,0
GO,63270,0,0
GOOD,63390,1,0
GOODNIGHT,63202,1,1
GOOSE,63263,0,0
GRANDMA,63184,1,0
GRANDPA,63185,1,0
GREEN,63392,0,0
GRR,63211,0,0
HAIR,63415,1,0
HAMMER,63147,0,0
HAND,63417,1,0
HAPPY,63394,0,0
HARD,63396,0,0
HAT,63447,1,0
HAVE,63272,0,0
HEAD,63419,1,0
