word,UID,ProbOfUnderstanding,ProbOfSaying
AEROPLANE,31055,0,0
AGAIN,31266,0,0
ALL,31264,0,0
ALL GONE,31114,1,1
ANIMAL,30985,0,0
ANOTHER,31268,0,0
APPLE,31093,1,0
ARM,31151,0,0
ASLEEP,31116,0,0
AUNT,31346,0,0
AWAY,31242,0,0
BAA BAA,30961,1,1
BABY,31347,1,0
BABYSITTER,30945,1,0
BACK (PLACE),31244,0,0
BAD,31118,0,0
BALL,31075,1,1
BALLOON,31077,0,0
BANANA,31095,1,1
BASKET,31307,1,0
BATH,30949,0,0
BATH (FURNITURE),31229,1,0
BATHROOM,31231,0,0
BEACH,31275,0,0
BEAR,30987,0,0
BED,31233,0,0
BEDROOM,31235,1,0
BEE,30989,0,0
BELLY BUTTON,31153,0,0
BIB,31191,0,0
BICYCLE,31057,0,0
BIG,31120,0,0
BIRD,30991,0,0
BISCUIT,31097,1,0
BITE,30978,0,0
BLANKET,31308,0,0
BLOCK,31079,0,0
BLOW,30980,0,0
BLUE,31122,0,0
BOAT,31059,0,0
BOOK,31081,1,0
BOOTS,31193,1,0
BOTTLE,31309,1,0
BOWL,31310,1,0
BOX,31311,0,0
BOY,31348,0,0
BREAD,31099,1,0
BREAK,30982,0,0
BREAKFAST,30950,0,0
BRING,30984,0,0
BROKEN,31124,0,0
BROOM,31312,0,0
BROTHER,31349,0,0
BRUSH (OBJECT),31313,0,0
BUBBLES,31083,0,0
BUCKET,31277,0,0
BUMP,30986,0,0
BUS,31065,1,0
BUTTER,31101,0,0
BUTTERFLY,30995,0,0
BUTTON,31195,0,0
BYE BYE,30951,1,1
CAKE,31103,1,0
CALL,30988,0,0
CAR,31067,0,0
CAREFUL,31126,0,0
CARROTS,31105,0,0
CARRY,30990,0,0
CAT,30997,0,0
CATCH,30992,0,0
CEREAL,31107,1,0
CHAIR,31237,0,0
CHASE,31282,0,0
CHEEK,31155,0,0
CHEESE,31109,1,0
CHICKEN,31111,0,0
CHICKEN (ANIMAL),30999,0,0
CHILD,31350,0,0
CHIPS,31113,0,0
CHOO CHOO,30963,0,0
CHURCH,31279,0,0
CLEAN,31128,0,0
CLEAN (ACTION),30994,0,0
CLOCK,31314,0,0
CLOSE,31080,1,0
COAT,31197,1,0
COCKADOODLEDOO,30965,0,0
COFFEE,31115,0,0
COLD,31130,0,0
COMB (OBJECT),31315,0,0
COOKER,31239,1,0
COT,31241,1,0
COW,31001,0,0
